ID_Produit;Nom_Produit;Categorie;Prix_Unitaire_ECO;Quantite_Stock;Statut_Disponibilite;Score_Avis;Date_Ajout;Poids_kg;Code_Barres
PROD-2335;Friteuse sans Huile Apex;Maison & Cuisine;199.73;934;En stock;4.9;2025-06-08;9.95;3660123665042
PROD-2336;Raquette de Tennis Vortex;Sports & Loisirs;757.26;1200;En stock;4.1;2026-03-06;2.41;3660123901462
PROD-2337;Sèche-Cheveux Zenith;Beauté & Santé;1291.23;644;En stock;4.0;2025-12-20;2.08;3660123602625
PROD-2338;Écouteurs Sans Fil Quantum;Électronique;888.51;519;En stock;3.8;2024-02-07;12.17;3660123864306
PROD-2339;Parfum Elite;Beauté & Santé;335.89;548;En stock;3.3;2024-07-27;12.49;3660123780208
PROD-2340;Friteuse sans Huile Quantum;Maison & Cuisine;219.92;482;En stock;3.5;2026-03-22;1.64;3660123218205
PROD-2341;Parfum Apex;Beauté & Santé;515.54;321;En stock;4.9;2025-08-03;3.23;3660123280777
PROD-2342;Sèche-Cheveux Elite;Beauté & Santé;755.71;434;En stock;3.3;2024-05-04;0.77;3660123222655
PROD-2343;Ordinateur Portable Nova;Électronique;236.68;4;Stock faible;3.0;2025-12-09;7.88;3660123583717
PROD-2344;Gourde Isotherme Apex;Sports & Loisirs;68.44;61;En stock;4.0;2025-10-08;8.99;3660123685219
PROD-2345;Gourde Isotherme Apex;Sports & Loisirs;24.44;171;En stock;4.6;2024-07-12;5.65;3660123935567
PROD-2346;Écouteurs Sans Fil Apex;Électronique;1193.27;481;En stock;4.8;2024-10-23;13.94;3660123781444
PROD-2347;Aspirateur Robot Vortex;Maison & Cuisine;668.32;97;En stock;4.6;2024-10-09;6.37;3660123887559
PROD-2348;Brosse à Dents Électrique Nova;Beauté & Santé;416.16;836;En stock;4.7;2025-08-25;4.81;3660123809132
PROD-2349;Smartphone Apex;Électronique;266.13;34;Stock faible;3.9;2026-02-08;6.12;3660123291238
PROD-2350;Écouteurs Sans Fil Zenith;Électronique;1227.05;1204;En stock;3.8;2026-05-04;1.21;3660123120494
PROD-2351;Télévision 4K Quantum;Électronique;1264.44;1368;En stock;3.8;2024-10-02;1.47;3660123113675
PROD-2352;Haltères Zenith;Sports & Loisirs;1129.07;1451;En stock;3.2;2026-05-10;13.39;3660123335715
PROD-2353;T-shirt en Coton Quantum;Mode;708.72;205;En stock;3.8;2026-04-17;13.84;3660123720213
PROD-2354;Sac à Dos Quantum;Mode;64.12;1259;En stock;3.0;2026-03-02;8.47;3660123304102
PROD-2355;Gourde Isotherme Vortex;Sports & Loisirs;270.96;1134;En stock;3.3;2025-07-01;10.91;3660123692027
PROD-2356;Parfum Nova;Beauté & Santé;511.04;940;En stock;4.6;2025-06-24;3.59;3660123554504
PROD-2357;Sèche-Cheveux Quantum;Beauté & Santé;692.58;1396;En stock;4.3;2025-05-11;11.75;3660123176176
PROD-2358;T-shirt en Coton Zenith;Mode;1045.67;878;En stock;3.4;2025-04-09;12.67;3660123697006
PROD-2359;Gourde Isotherme Apex;Sports & Loisirs;904.24;484;En stock;3.3;2024-03-30;2.08;3660123835620
PROD-2360;Chaussures de Sport Elite;Mode;683.34;1144;En stock;4.7;2024-07-10;5.76;3660123417430
PROD-2361;Tablette Apex;Électronique;991.75;1170;En stock;3.7;2024-05-22;14.12;3660123922046
PROD-2362;Haltères Zenith;Sports & Loisirs;668.53;241;En stock;3.9;2025-04-12;4.43;3660123194594
PROD-2363;Four à Micro-ondes Zenith;Maison & Cuisine;506.76;378;En stock;4.6;2024-04-08;8.17;3660123935961
PROD-2364;Brosse à Dents Électrique Zenith;Beauté & Santé;128.54;1459;En stock;4.2;2024-05-21;6.59;3660123285625
PROD-2365;Machine à Café Vortex;Maison & Cuisine;1226.49;684;En stock;4.0;2024-03-17;6.79;3660123950565
PROD-2366;Veste d'Hiver Zenith;Mode;1191.95;215;En stock;4.6;2024-12-20;10.25;3660123490959
PROD-2367;Tapis de Yoga Zenith;Sports & Loisirs;571.29;1035;En stock;3.3;2026-05-15;8.71;3660123232465
PROD-2368;Chaussures de Sport Apex;Mode;926.29;36;Stock faible;4.9;2024-02-20;1.04;3660123518694
PROD-2369;Mélangeur Quantum;Maison & Cuisine;364.88;108;En stock;3.9;2024-08-04;12.43;3660123391971
PROD-2370;Vélo Tout Terrain Vortex;Sports & Loisirs;220.2;1146;En stock;4.2;2026-06-27;10.84;3660123925803
PROD-2371;T-shirt en Coton Apex;Mode;124.75;1065;En stock;4.3;2026-07-23;12.27;3660123291646
PROD-2372;Mélangeur Elite;Maison & Cuisine;593.87;184;En stock;3.3;2025-03-05;1.18;3660123668585
PROD-2373;T-shirt en Coton Quantum;Mode;95.02;719;En stock;4.9;2025-10-18;10.5;3660123161867
PROD-2374;Smartphone Vortex;Électronique;489.61;2;Stock faible;4.2;2026-05-14;7.01;3660123946475
PROD-2375;Montre Connectée Apex;Électronique;416.32;875;En stock;3.2;2026-06-20;0.75;3660123480347
PROD-2376;Four à Micro-ondes Apex;Maison & Cuisine;1068.84;278;En stock;3.4;2024-02-03;6.99;3660123948992
PROD-2377;Raquette de Tennis Zenith;Sports & Loisirs;887.82;9;Stock faible;4.9;2024-09-19;13.6;3660123970294
PROD-2378;Tablette Vortex;Électronique;1022.91;1150;En stock;4.4;2025-12-16;4.47;3660123950110
PROD-2379;Friteuse sans Huile Vortex;Maison & Cuisine;614.13;1214;En stock;4.1;2024-08-06;12.99;3660123532144
PROD-2380;Jeans Slim Vortex;Mode;341.64;967;En stock;4.5;2025-02-27;12.56;3660123192369
PROD-2381;Brosse à Dents Électrique Quantum;Beauté & Santé;270.81;636;En stock;4.6;2024-03-25;3.28;3660123907940
PROD-2382;Smartphone Zenith;Électronique;438.64;314;En stock;3.7;2025-07-28;9.99;3660123522871
PROD-2383;Machine à Café Apex;Maison & Cuisine;614.06;607;En stock;3.4;2026-06-21;11.78;3660123863753
PROD-2384;Chaussures de Sport Zenith;Mode;685.97;495;En stock;3.7;2026-07-29;2.36;3660123655682
PROD-2385;Télévision 4K Zenith;Électronique;1272.92;891;En stock;3.1;2025-03-15;6.77;3660123716862
PROD-2386;Brosse à Dents Électrique Elite;Beauté & Santé;1295.42;613;En stock;4.9;2025-05-30;3.01;3660123418389
PROD-2387;Mélangeur Nova;Maison & Cuisine;503.58;1291;En stock;4.9;2024-11-01;6.15;3660123244598
PROD-2388;Sèche-Cheveux Zenith;Beauté & Santé;440.84;912;En stock;4.6;2026-08-07;4.22;3660123152555
PROD-2389;Haltères Quantum;Sports & Loisirs;809.63;721;En stock;3.2;2025-02-10;2.48;3660123691995
PROD-2390;Aspirateur Robot Vortex;Maison & Cuisine;53.87;682;En stock;4.8;2024-11-28;1.7;3660123617351
PROD-2391;T-shirt en Coton Elite;Mode;1287.24;208;En stock;4.8;2024-04-12;14.27;3660123204980
PROD-2392;Raquette de Tennis Quantum;Sports & Loisirs;132.22;1406;En stock;3.0;2024-12-02;12.1;3660123838364
PROD-2393;Gourde Isotherme Apex;Sports & Loisirs;895.88;362;En stock;3.3;2024-01-25;6.15;3660123751147
PROD-2394;Jeans Slim Zenith;Mode;1064.66;548;En stock;4.4;2024-03-26;10.27;3660123100681
PROD-2395;Montre Connectée Nova;Électronique;245.08;642;En stock;4.6;2026-07-10;8.53;3660123162412
PROD-2396;Ordinateur Portable Quantum;Électronique;989.81;1432;En stock;4.8;2024-03-21;4.86;3660123453643
PROD-2397;Machine à Café Zenith;Maison & Cuisine;1256.92;1340;En stock;4.4;2025-08-25;3.97;3660123764499
PROD-2398;Crème Hydratante Apex;Beauté & Santé;575.09;89;En stock;4.9;2025-05-19;1.59;3660123564458
PROD-2399;Machine à Café Quantum;Maison & Cuisine;777.49;101;En stock;4.9;2025-12-26;11.17;3660123806815
PROD-2400;T-shirt en Coton Nova;Mode;869.68;134;En stock;3.1;2025-02-06;4.39;3660123810450
PROD-2401;Brosse à Dents Électrique Zenith;Beauté & Santé;1006.98;24;Stock faible;3.4;2026-07-07;8.73;3660123103150
PROD-2402;Veste d'Hiver Nova;Mode;1219.61;439;En stock;3.9;2025-06-02;9.21;3660123897250
PROD-2403;T-shirt en Coton Apex;Mode;710.15;1283;En stock;4.2;2024-04-06;14.34;3660123785707
PROD-2404;Sac à Dos Vortex;Mode;1160.55;1117;En stock;3.7;2026-02-17;11.28;3660123491957
PROD-2405;Crème Hydratante Nova;Beauté & Santé;68.95;794;En stock;3.1;2024-03-01;6.17;3660123610544
PROD-2406;Sèche-Cheveux Elite;Beauté & Santé;34.79;1169;En stock;3.9;2026-07-24;13.64;3660123674093
PROD-2407;Smartphone Vortex;Électronique;509.04;899;En stock;4.0;2024-02-15;11.7;3660123353373
PROD-2408;Raquette de Tennis Zenith;Sports & Loisirs;905.75;256;En stock;4.4;2024-08-11;9.97;3660123697977
PROD-2409;Veste d'Hiver Vortex;Mode;911.56;767;En stock;4.7;2024-01-22;0.14;3660123614616
PROD-2410;Gourde Isotherme Nova;Sports & Loisirs;441.07;16;Stock faible;3.4;2025-10-10;5.28;3660123111591
PROD-2411;Télévision 4K Nova;Électronique;1281.11;641;En stock;3.5;2026-07-09;5.93;3660123399755
PROD-2412;Télévision 4K Vortex;Électronique;338.64;1192;En stock;3.1;2024-07-10;9.96;3660123700500
PROD-2413;Machine à Café Nova;Maison & Cuisine;406.94;195;En stock;3.1;2026-01-24;11.83;3660123699070
PROD-2414;Montre Connectée Quantum;Électronique;1092.21;95;En stock;3.7;2024-01-06;9.59;3660123667294
PROD-2415;Parfum Vortex;Beauté & Santé;336.72;28;Stock faible;3.3;2026-07-13;1.84;3660123502680
PROD-2416;Gourde Isotherme Nova;Sports & Loisirs;1035.0;1262;En stock;4.9;2024-10-15;13.46;3660123450760
PROD-2417;Haltères Vortex;Sports & Loisirs;727.85;1112;En stock;3.9;2026-05-27;8.53;3660123295106
PROD-2418;Ordinateur Portable Vortex;Électronique;960.65;867;En stock;3.6;2025-02-08;0.79;3660123984121
PROD-2419;Four à Micro-ondes Elite;Maison & Cuisine;1047.29;366;En stock;4.6;2026-06-24;10.44;3660123579800
PROD-2420;Veste d'Hiver Vortex;Mode;250.62;523;En stock;3.9;2025-04-19;13.36;3660123828658
PROD-2421;Brosse à Dents Électrique Apex;Beauté & Santé;1180.45;234;En stock;3.2;2024-12-18;12.64;3660123336610
PROD-2422;Sèche-Cheveux Nova;Beauté & Santé;253.86;1434;En stock;4.9;2024-04-11;9.74;3660123737528
PROD-2423;Aspirateur Robot Zenith;Maison & Cuisine;1179.9;1074;En stock;4.6;2025-06-18;8.64;3660123612578
PROD-2424;Montre Connectée Zenith;Électronique;739.54;888;En stock;3.2;2024-04-24;7.6;3660123321706
PROD-2425;Crème Hydratante Zenith;Beauté & Santé;719.8;167;En stock;4.5;2026-06-20;4.76;3660123886038
PROD-2426;Gourde Isotherme Nova;Sports & Loisirs;918.12;192;En stock;3.8;2025-06-13;0.76;3660123152789
PROD-2427;Jeans Slim Quantum;Mode;700.11;1432;En stock;4.2;2024-08-09;1.1;3660123493674
PROD-2428;Brosse à Dents Électrique Vortex;Beauté & Santé;1182.1;982;En stock;4.8;2026-04-02;7.69;3660123447811
PROD-2429;T-shirt en Coton Elite;Mode;133.8;1052;En stock;3.3;2026-01-09;11.33;3660123270407
PROD-2430;Smartphone Nova;Électronique;721.04;1259;En stock;3.6;2024-05-10;9.42;3660123979422
PROD-2431;Machine à Café Elite;Maison & Cuisine;1229.7;121;En stock;3.5;2024-10-11;4.25;3660123392302
PROD-2432;Machine à Café Elite;Maison & Cuisine;1119.72;224;En stock;3.1;2025-01-03;8.7;3660123845055
PROD-2433;Aspirateur Robot Elite;Maison & Cuisine;173.22;1284;En stock;4.5;2024-05-10;0.64;3660123317954
PROD-2434;Écouteurs Sans Fil Elite;Électronique;907.67;448;En stock;4.7;2024-05-13;10.78;3660123622219
PROD-2435;Jeans Slim Elite;Mode;1139.79;499;En stock;3.7;2024-07-17;0.72;3660123914582
PROD-2436;Friteuse sans Huile Apex;Maison & Cuisine;549.12;96;En stock;3.8;2025-02-09;3.04;3660123815319
PROD-2437;Écouteurs Sans Fil Elite;Électronique;1033.02;472;En stock;4.9;2025-03-26;6.91;3660123473145
PROD-2438;Raquette de Tennis Apex;Sports & Loisirs;798.32;459;En stock;3.3;2024-03-13;10.29;3660123783421
PROD-2439;Friteuse sans Huile Apex;Maison & Cuisine;546.26;1404;En stock;5.0;2024-03-16;7.1;3660123496487
PROD-2440;Sèche-Cheveux Nova;Beauté & Santé;760.82;1087;En stock;3.4;2026-03-15;0.53;3660123359985
PROD-2441;Crème Hydratante Apex;Beauté & Santé;809.9;802;En stock;3.3;2025-08-04;1.31;3660123312886
PROD-2442;Télévision 4K Quantum;Électronique;28.04;114;En stock;3.7;2025-07-24;13.28;3660123982102
PROD-2443;Gourde Isotherme Quantum;Sports & Loisirs;1240.71;83;En stock;3.8;2025-12-18;5.97;3660123260402
PROD-2444;Tablette Vortex;Électronique;1047.38;741;En stock;3.7;2024-11-06;8.76;3660123916634
PROD-2445;Veste d'Hiver Elite;Mode;56.66;883;En stock;3.8;2024-07-20;10.3;3660123734031
PROD-2446;Machine à Café Vortex;Maison & Cuisine;547.7;17;Stock faible;3.6;2025-09-11;5.72;3660123575650
PROD-2447;Machine à Café Nova;Maison & Cuisine;507.08;888;En stock;4.8;2024-04-30;1.42;3660123253991
PROD-2448;Jeans Slim Quantum;Mode;868.44;703;En stock;4.9;2025-07-22;10.46;3660123379503
PROD-2449;Aspirateur Robot Elite;Maison & Cuisine;673.94;1051;En stock;4.3;2024-02-10;8.05;3660123616939
PROD-2450;Sèche-Cheveux Elite;Beauté & Santé;813.37;834;En stock;3.3;2024-09-02;10.89;3660123960525
PROD-2451;Montre Connectée Vortex;Électronique;746.44;778;En stock;3.5;2024-07-24;8.44;3660123944101
PROD-2452;Machine à Café Elite;Maison & Cuisine;1255.73;576;En stock;4.9;2024-07-10;13.35;3660123799096
PROD-2453;Écouteurs Sans Fil Vortex;Électronique;314.24;502;En stock;3.5;2024-07-26;14.25;3660123136421
PROD-2454;Aspirateur Robot Apex;Maison & Cuisine;921.25;749;En stock;4.7;2025-06-25;7.54;3660123129349
PROD-2455;Veste d'Hiver Zenith;Mode;1123.99;1490;En stock;3.8;2025-12-07;8.5;3660123381608
PROD-2456;Haltères Quantum;Sports & Loisirs;527.77;1458;En stock;4.8;2026-03-27;14.86;3660123856805
PROD-2457;Jeans Slim Zenith;Mode;1257.49;894;En stock;3.7;2025-04-28;14.87;3660123384011
PROD-2458;Gourde Isotherme Elite;Sports & Loisirs;777.08;1029;En stock;3.8;2026-04-06;1.05;3660123318755
PROD-2459;Jeans Slim Apex;Mode;238.43;584;En stock;3.7;2025-07-02;10.5;3660123108304
PROD-2460;Crème Hydratante Vortex;Beauté & Santé;1193.0;627;En stock;4.0;2026-04-14;5.19;3660123897355
PROD-2461;Raquette de Tennis Nova;Sports & Loisirs;426.78;760;En stock;4.2;2025-02-10;4.6;3660123568382
PROD-2462;Aspirateur Robot Nova;Maison & Cuisine;27.46;565;En stock;3.3;2025-01-11;11.68;3660123717088
PROD-2463;Écouteurs Sans Fil Nova;Électronique;506.39;585;En stock;3.1;2025-11-14;14.31;3660123782271
PROD-2464;Brosse à Dents Électrique Nova;Beauté & Santé;1032.49;322;En stock;4.9;2026-04-16;1.83;3660123914483
PROD-2465;Veste d'Hiver Nova;Mode;936.72;114;En stock;3.9;2025-02-26;3.38;3660123907738
PROD-2466;Vélo Tout Terrain Apex;Sports & Loisirs;1249.75;1394;En stock;4.8;2024-01-31;8.06;3660123819594
PROD-2467;Télévision 4K Vortex;Électronique;1070.31;342;En stock;3.3;2024-05-03;1.28;3660123865344
PROD-2468;Parfum Apex;Beauté & Santé;1191.82;1140;En stock;3.6;2024-06-09;3.22;3660123955266
PROD-2469;Jeans Slim Quantum;Mode;1157.03;1035;En stock;4.6;2024-09-22;4.08;3660123813321
PROD-2470;Tapis de Yoga Apex;Sports & Loisirs;651.4;1316;En stock;4.9;2026-06-09;9.76;3660123955499
PROD-2471;Montre Connectée Vortex;Électronique;540.08;699;En stock;4.8;2026-04-20;2.3;3660123566311
PROD-2472;Gourde Isotherme Nova;Sports & Loisirs;754.71;819;En stock;4.4;2025-02-20;2.91;3660123590765
PROD-2473;Smartphone Zenith;Électronique;1185.21;1322;En stock;4.7;2026-08-05;11.47;3660123834282
PROD-2474;Jeans Slim Quantum;Mode;1212.82;128;En stock;3.0;2025-01-11;4.95;3660123644361
PROD-2475;Smartphone Apex;Électronique;1197.79;990;En stock;4.7;2024-07-01;10.97;3660123168904
PROD-2476;Jeans Slim Zenith;Mode;607.41;399;En stock;3.2;2024-01-28;9.1;3660123337721
PROD-2477;Sèche-Cheveux Nova;Beauté & Santé;994.34;1083;En stock;4.6;2025-12-11;1.39;3660123272468
PROD-2478;Ordinateur Portable Apex;Électronique;265.56;1274;En stock;3.7;2025-12-27;2.4;3660123913239
PROD-2479;Vélo Tout Terrain Elite;Sports & Loisirs;44.55;1320;En stock;3.4;2026-01-13;9.5;3660123608181
PROD-2480;Mélangeur Nova;Maison & Cuisine;937.68;1260;En stock;3.7;2026-07-03;12.91;3660123816057
PROD-2481;Machine à Café Nova;Maison & Cuisine;227.97;1310;En stock;4.4;2026-04-14;6.7;3660123833280
PROD-2482;Brosse à Dents Électrique Vortex;Beauté & Santé;788.36;356;En stock;3.0;2025-01-07;12.81;3660123824765
PROD-2483;Mélangeur Nova;Maison & Cuisine;176.66;866;En stock;3.9;2025-06-03;5.32;3660123136446
PROD-2484;Gourde Isotherme Apex;Sports & Loisirs;1180.53;1128;En stock;5.0;2024-02-16;7.72;3660123507990
PROD-2485;Parfum Apex;Beauté & Santé;996.18;324;En stock;4.7;2024-07-23;5.78;3660123203463
PROD-2486;Télévision 4K Apex;Électronique;211.19;204;En stock;3.7;2026-05-15;14.29;3660123680514
PROD-2487;Friteuse sans Huile Elite;Maison & Cuisine;732.67;374;En stock;4.4;2026-05-29;7.45;3660123932313
PROD-2488;Haltères Vortex;Sports & Loisirs;1118.78;824;En stock;4.0;2024-11-28;6.69;3660123375414
PROD-2489;Machine à Café Nova;Maison & Cuisine;1273.77;443;En stock;5.0;2024-06-05;2.21;3660123269225
PROD-2490;Sèche-Cheveux Elite;Beauté & Santé;146.9;1244;En stock;3.6;2024-06-06;5.26;3660123802916
PROD-2491;Brosse à Dents Électrique Elite;Beauté & Santé;1062.23;1403;En stock;4.3;2024-07-07;2.76;3660123470922
PROD-2492;Tapis de Yoga Quantum;Sports & Loisirs;246.11;1265;En stock;5.0;2024-12-11;3.24;3660123787959
PROD-2493;Télévision 4K Nova;Électronique;1084.71;1301;En stock;4.6;2025-05-05;12.98;3660123356525
PROD-2494;Montre Connectée Apex;Électronique;695.72;556;En stock;3.8;2026-03-23;7.43;3660123209619
PROD-2495;Aspirateur Robot Quantum;Maison & Cuisine;873.0;469;En stock;4.7;2024-11-08;11.61;3660123784931
PROD-2496;Crème Hydratante Nova;Beauté & Santé;27.47;1351;En stock;3.1;2026-03-04;5.84;3660123520785
PROD-2497;Tablette Zenith;Électronique;866.51;469;En stock;4.1;2026-01-07;7.16;3660123483123
PROD-2498;Tapis de Yoga Zenith;Sports & Loisirs;952.33;975;En stock;3.1;2024-11-22;3.85;3660123176253
PROD-2499;Aspirateur Robot Zenith;Maison & Cuisine;121.55;1475;En stock;3.5;2024-03-20;8.54;3660123805933
PROD-2500;Veste d'Hiver Quantum;Mode;360.38;1166;En stock;4.9;2024-04-03;8.69;3660123494238
PROD-2501;Brosse à Dents Électrique Vortex;Beauté & Santé;424.13;1120;En stock;4.0;2026-04-04;2.85;3660123600338
PROD-2502;Ordinateur Portable Apex;Électronique;337.16;890;En stock;5.0;2025-11-13;0.32;3660123753000
PROD-2503;Tapis de Yoga Nova;Sports & Loisirs;950.35;183;En stock;3.3;2024-03-16;14.12;3660123699338
PROD-2504;Four à Micro-ondes Vortex;Maison & Cuisine;530.55;1089;En stock;4.1;2025-04-09;6.15;3660123693907
PROD-2505;Parfum Nova;Beauté & Santé;105.7;873;En stock;4.0;2025-05-10;3.55;3660123936648
PROD-2506;Brosse à Dents Électrique Nova;Beauté & Santé;574.82;797;En stock;4.3;2024-01-29;6.96;3660123455591
PROD-2507;Parfum Elite;Beauté & Santé;712.65;721;En stock;3.5;2025-10-14;14.05;3660123761614
PROD-2508;Crème Hydratante Nova;Beauté & Santé;158.71;187;En stock;4.3;2025-01-26;5.0;3660123297526
PROD-2509;Tablette Elite;Électronique;945.34;1184;En stock;4.3;2024-07-05;3.57;3660123251762
PROD-2510;Ordinateur Portable Apex;Électronique;766.05;720;En stock;4.7;2026-03-04;5.3;3660123946781
PROD-2511;Haltères Zenith;Sports & Loisirs;736.31;934;En stock;4.6;2024-10-17;7.25;3660123845502
PROD-2512;Smartphone Nova;Électronique;552.91;1149;En stock;3.9;2024-11-09;4.71;3660123797702
PROD-2513;Gourde Isotherme Quantum;Sports & Loisirs;394.08;917;En stock;4.2;2026-08-03;4.71;3660123193351
PROD-2514;Vélo Tout Terrain Quantum;Sports & Loisirs;1158.77;873;En stock;4.4;2024-02-04;3.93;3660123446686
PROD-2515;Smartphone Quantum;Électronique;325.09;644;En stock;4.4;2025-04-26;3.07;3660123717467
PROD-2516;Haltères Vortex;Sports & Loisirs;560.34;381;En stock;4.9;2025-03-27;1.28;3660123765834
PROD-2517;Crème Hydratante Nova;Beauté & Santé;744.4;778;En stock;3.4;2024-07-29;0.84;3660123488981
PROD-2518;Parfum Elite;Beauté & Santé;20.25;753;En stock;3.7;2024-06-14;7.98;3660123585147
PROD-2519;Vélo Tout Terrain Quantum;Sports & Loisirs;396.62;160;En stock;4.7;2025-09-20;4.42;3660123649999
PROD-2520;Crème Hydratante Vortex;Beauté & Santé;517.57;576;En stock;3.8;2025-03-21;3.8;3660123446457
PROD-2521;Veste d'Hiver Elite;Mode;295.6;1452;En stock;3.5;2024-03-15;11.9;3660123420185
PROD-2522;Sèche-Cheveux Quantum;Beauté & Santé;744.5;1235;En stock;4.2;2026-02-10;9.15;3660123974285
PROD-2523;Veste d'Hiver Vortex;Mode;591.64;463;En stock;4.1;2024-10-03;13.17;3660123376608
PROD-2524;Tablette Elite;Électronique;1089.43;1432;En stock;4.1;2024-05-29;3.45;3660123722142
PROD-2525;Sac à Dos Quantum;Mode;175.5;1480;En stock;4.0;2024-08-11;14.83;3660123801505
PROD-2526;Crème Hydratante Apex;Beauté & Santé;331.43;212;En stock;4.9;2026-07-04;11.43;3660123567185
PROD-2527;Aspirateur Robot Elite;Maison & Cuisine;233.59;980;En stock;4.5;2025-05-05;4.97;3660123992994
PROD-2528;Crème Hydratante Nova;Beauté & Santé;380.3;1453;En stock;4.6;2025-01-14;5.12;3660123939230
PROD-2529;Brosse à Dents Électrique Nova;Beauté & Santé;58.1;20;Stock faible;3.1;2024-10-11;8.54;3660123989461
PROD-2530;Chaussures de Sport Apex;Mode;201.4;1251;En stock;3.4;2024-02-25;12.36;3660123248305
PROD-2531;T-shirt en Coton Nova;Mode;1014.62;417;En stock;4.5;2025-04-17;5.07;3660123512596
PROD-2532;Sac à Dos Elite;Mode;777.42;389;En stock;3.7;2024-12-11;9.46;3660123980366
PROD-2533;Tapis de Yoga Vortex;Sports & Loisirs;1222.49;161;En stock;4.8;2025-09-16;3.35;3660123172125
PROD-2534;Veste d'Hiver Vortex;Mode;394.85;531;En stock;4.4;2025-02-10;5.88;3660123188753
PROD-2535;Ordinateur Portable Vortex;Électronique;720.43;98;En stock;4.8;2024-10-30;13.36;3660123299747
PROD-2536;Vélo Tout Terrain Elite;Sports & Loisirs;965.7;68;En stock;4.7;2024-07-18;4.72;3660123406975
PROD-2537;Mélangeur Quantum;Maison & Cuisine;278.2;220;En stock;3.0;2024-08-25;9.98;3660123848898
PROD-2538;Parfum Vortex;Beauté & Santé;966.46;1381;En stock;4.6;2025-02-09;11.74;3660123666516
PROD-2539;Smartphone Vortex;Électronique;1030.99;1333;En stock;3.6;2025-12-25;13.47;3660123696724
PROD-2540;Chaussures de Sport Vortex;Mode;1247.44;313;En stock;4.8;2025-10-31;1.44;3660123794853
PROD-2541;Gourde Isotherme Zenith;Sports & Loisirs;93.08;539;En stock;3.4;2024-02-08;4.6;3660123982347
PROD-2542;T-shirt en Coton Nova;Mode;304.6;750;En stock;4.9;2024-06-16;2.51;3660123686242
PROD-2543;Crème Hydratante Quantum;Beauté & Santé;514.18;371;En stock;3.9;2024-12-10;10.97;3660123890512
PROD-2544;Machine à Café Nova;Maison & Cuisine;182.17;313;En stock;4.2;2024-08-27;0.24;3660123117030
PROD-2545;Mélangeur Quantum;Maison & Cuisine;749.96;220;En stock;3.4;2026-06-17;0.25;3660123123033
PROD-2546;Machine à Café Zenith;Maison & Cuisine;536.69;903;En stock;3.1;2025-12-09;1.93;3660123548555
PROD-2547;Haltères Apex;Sports & Loisirs;574.42;874;En stock;3.3;2025-05-04;9.18;3660123464247
PROD-2548;Jeans Slim Elite;Mode;83.09;569;En stock;4.3;2024-08-03;0.94;3660123281447
PROD-2549;Friteuse sans Huile Vortex;Maison & Cuisine;1002.75;998;En stock;3.3;2024-01-30;3.33;3660123851555
PROD-2550;Aspirateur Robot Nova;Maison & Cuisine;706.83;938;En stock;3.1;2026-03-29;8.76;3660123877413
PROD-2551;Smartphone Quantum;Électronique;935.82;334;En stock;4.3;2024-05-15;4.46;3660123491433
PROD-2552;Télévision 4K Elite;Électronique;543.52;530;En stock;4.3;2025-07-13;6.99;3660123913892
PROD-2553;Télévision 4K Elite;Électronique;830.51;1014;En stock;3.6;2024-09-23;6.27;3660123752527
PROD-2554;Brosse à Dents Électrique Zenith;Beauté & Santé;74.55;736;En stock;4.3;2024-08-20;8.1;3660123562113
PROD-2555;Four à Micro-ondes Elite;Maison & Cuisine;201.35;1035;En stock;4.7;2024-03-06;2.78;3660123432039
PROD-2556;Sèche-Cheveux Vortex;Beauté & Santé;1018.69;702;En stock;3.8;2026-02-15;8.05;3660123847227
PROD-2557;Sac à Dos Elite;Mode;963.94;506;En stock;4.0;2025-10-04;2.9;3660123701257
PROD-2558;Ordinateur Portable Apex;Électronique;177.68;176;En stock;5.0;2024-05-02;8.01;3660123638457
PROD-2559;Ordinateur Portable Elite;Électronique;457.18;1409;En stock;4.1;2026-04-06;13.78;3660123744025
PROD-2560;Montre Connectée Apex;Électronique;596.18;101;En stock;4.7;2025-05-11;4.44;3660123137805
PROD-2561;Friteuse sans Huile Nova;Maison & Cuisine;464.74;1203;En stock;4.9;2025-09-24;3.85;3660123472202
PROD-2562;Friteuse sans Huile Zenith;Maison & Cuisine;958.42;224;En stock;4.0;2024-06-25;2.71;3660123616140
PROD-2563;Haltères Nova;Sports & Loisirs;294.19;930;En stock;3.4;2024-01-22;5.47;3660123403312
PROD-2564;Machine à Café Apex;Maison & Cuisine;494.62;771;En stock;4.4;2025-12-02;12.18;3660123719816
PROD-2565;Vélo Tout Terrain Nova;Sports & Loisirs;964.64;3;Stock faible;4.4;2026-04-16;3.01;3660123403978
PROD-2566;Veste d'Hiver Quantum;Mode;1141.59;37;Stock faible;3.6;2026-05-10;7.83;3660123633279
PROD-2567;Crème Hydratante Apex;Beauté & Santé;359.53;42;Stock faible;4.6;2024-01-11;12.92;3660123743668
PROD-2568;Raquette de Tennis Elite;Sports & Loisirs;460.67;1253;En stock;4.5;2024-11-16;2.92;3660123814993
PROD-2569;Gourde Isotherme Zenith;Sports & Loisirs;814.84;372;En stock;3.8;2025-10-11;9.9;3660123267728
PROD-2570;Crème Hydratante Quantum;Beauté & Santé;310.78;378;En stock;3.9;2025-05-24;7.17;3660123933398
